"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Korea, Rep.","KOR","Presence of peace keepers (number of troops, police, and military observers in mandate)","VC.PKP.TOTL.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.858383610590234","0.822785859229868","0.681692579688567","0.738306768844089","0.721434238146272","0.701114184271391","",
"Korea, Rep.","KOR","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.814445129653486","","0.644869211567377","0.715500225697044","0.686892439673431","0.639186985514463","",
"Korea, Rep.","KOR","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.902487006810325","","0.718623950115361","0.761171663704397","0.756052236006353","0.76317790099405","",
"Korea, Rep.","KOR","Internally displaced persons, total displaced by conflict and violence (number of people)","VC.IDP.TOCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5500","","4200","","","7500","4300",
"Korea, Rep.","KOR","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Battle-related deaths (number of people)","VC.BTL.DETH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","20.9125475285171","14.6418678274634","10.8829021072286","8.23232323232323","7.60126790712992","7.51069720614145","7.219028456453","9.00182693904667","10.0711786344469","13.8192902702893","25.666329424643","27.3286478340889","35.0642042832866","35.4087350814904","30.5863570391872","26.1971598414795","23.2613452573494","21.7173752188661","19.0544657834377","21.6316107788455","20.0929769081266","17.2105087014726","25.795249599528","24.8236369970388","21.4377801547693","21.326919222289","19.7292410373","15.4423441052968","13.7654631809583","11.773175346416","10.2784041132287","8.73377847334872","10.818634614083","13.6848717501309","12.5577097278204","13.9071585274498","13.1268194357281","14.2677127263222","16.0738747377452","15.7375580682099","18.4402852713706","15.5285888914974",
"Korea, Rep.","KOR","Transport services (% of commercial service exports)","TX.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","","26.1596958174905","21.2900672734468","17.5513470258736","25.8585858585859","32.02906306603","33.882037083648","33.7367059499856","35.564916730836","33.8846188354218","33.0972266271981","33.29739770786","31.0564606776269","32.7773838864693","34.4184454806006","32.1044992743106","36.671620431528","39.0802708850468","40.8493835119671","42.9849485924252","39.7721927289833","37.0231742267022","40.8685466503696","38.811989141515","42.1180978923532","43.3758786939651","44.6121467227901","44.6057608572815","50.0226237171488","51.6539422889364","48.836086883341","46.7240661218745","48.0095786972515","49.8649126953218","40.2910486826034","47.6824308304","41.4521501444726","40.7337568011949","36.8402470282101","34.5317445440191","35.4741810455846","29.128492345275","28.4578617283208",
"Korea, Rep.","KOR","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9432009706711","17.77896373122","18.035064121903","19.341417973655","19.7675874038763","20.2482270150641","22.654684245892","26.029489325588","24.0684367823517","26.6363431933676","27.0751264441741","32.1462366891241","35.0659091402476","29.7848184468624","31.529778810066","32.3161910950166","32.9173492808185","32.4764085788468","32.1458512261087","30.5446090538725","27.5987552186657","28.7340945456773","29.4659321517834","25.721317204076","26.1734748929829","27.0993449066293","26.880549785293","26.8415095622563","26.5832050303408","",
"Korea, Rep.","KOR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8978416050","10286594006","10936004210","12868946426","14019224634","15453309549","20181271871","29786279100","27660192582","31502015863","30934317183","41376160119","54332601071","40358480791","46935938530","57458125461","76117485438","83907322830","93351820238","101031976659","100908572021","92855647821","121478141990","122021442532","121312606727","130460427536","133447400828","126526384316","118364816867","",
"Korea, Rep.","KOR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","1315000000","2527000000","3749000000","3960000000","4858400000","5959500000","6958000000","6623100000","6687400000","5675400000","6029300000","8095900000","8885700000","9350800000","10335000000","10900800000","11562100000","13649900000","17526600000","23809600000","24285600000","27489600000","26780900000","27556800000","31879700000","29934000000","30085800000","34698100000","44088600000","49312100000","55703200000","70030400000","90126900000","71637500000","82243500000","89705600000","102298200000","102530800000","110960800000","96675100000","93987700000","86468900000",
"Korea, Rep.","KOR","Computer, communications and other services (% of commercial service exports)","TX.VAL.OTHR.ZS.WT","","","","","","","","","","","","","","","","","46.6920152091255","59.5172140878512","67.6713790344092","61.1363636363636","59.3611065371316","59.2532930614984","59.6809427996551","55.7442889281454","56.1862607291324","53.3847834513867","41.0346143001675","41.0886992181228","31.8928165479366","29.8776575266287","37.2646347363329","37.2679069426097","37.2043140951903","36.8061304478421","37.1503885522577","38.2387776359116","41.9870211153935","41.348000698446","34.6586559824352","32.2218109504732","34.1060298559899","33.1923565176722","34.5701294298307","33.5441998265035","33.1652626756123","37.4814700651564","40.0818983469531","39.7198930750074","36.4123252880106","43.3441982202059","37.1322961693021","42.0621455070809","43.8642126645435","47.0046073960215","47.3819583132061","46.3312683410723","49.8100283334947","52.354545969707",
"Korea, Rep.","KOR","Export value index (2000 = 100)","TX.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","10.165615","12.34595134","12.68554047","14.19076201","16.97655384","17.57852636","20.15185729","27.44634782","35.23367795","36.20948876","37.74141304","41.72017856","44.4841438","47.73746568","55.73510887","72.59502635","75.2983723","79.04195788","76.80648757","83.40782966","100","87.32846495","94.31293101","112.5089976","147.3547031","165.1026308","188.9294588","215.6459702","244.9713981","211.02791","270.7316507","322.2966541","318.0335292","324.8615146","332.4262196","305.7770451","287.5902663","",
"Korea, Rep.","KOR","Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)","TX.VAL.MRCH.WR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Merchandise exports by the reporting economy (current US$)","TX.VAL.MRCH.WL.CD","31700000","38200000","55100000","86600000","116400000","171400000","249100000","319400000","454900000","622600000","842000000","1073600000","1628600000","3227700000","4466600000","5084000000","7714400000","10048100000","12593400000","15036200000","17439300000","21270500000","21827100000","24459300000","29259300000","30291100000","34799000000","47315500000","60704400000","60526370785","67813912000","72369776000","77326079000","85816000000","101362499000","131342911000","137698682000","144120401000","132837362569","143918400000","172178650370","150356094148","161918532722","193730597016","253744769001","284242797353","325172772990","371212617012","421778189008","363280418007","466383761707","555405103261","547869792141","559632433795","572664607063","526756503366","495857204298","",
"Korea, Rep.","KOR","Merchandise exports by the reporting economy, residual (% of total merchandise exports)","TX.VAL.MRCH.RS.ZS","5.04731861198738","1.04712041884817","11.7967332123412","16.2817551963049","2.57731958762887","3.73395565927655","4.97792051384986","3.00563556668754","1.80259397669818","2.48955991005461","3.14726840855107","3.07377049180327","3.96045683409063","4.53573752207454","6.00008955357543","9.79543666404407","1.80441771233019","1.1882843522656","1.03149268664539","1.1518867799045","4.49157936385061","5.48224066194966","5.49408762501661","4.94576704975204","3.7779441066601","4.2659395003813","3.4164774849852","2.42647758134227","2.56340561804416","2.98740462636182","8.96869362145042","3.35302958516826","2.91148087309587","5.00792393026941","5.96877450702947","5.51694107038636","6.68145973975263","5.70607835042035","0.328639206287481","0.51028916385952","0.462543433398153","0.716517106343262","0.515118020759259","0.752535748330758","0.51367955017621","0.610935562544228","0.521711576403161","0.792575162633788","1.22169048312317","3.14823327437914","1.84079172559046","1.55868366822187","0.94645407437714","1.47141480760145","1.64458001452217","1.57126461963188","1.46115715496305","",
"Korea, Rep.","KOR","Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","TX.VAL.MRCH.R6.ZS","","","","","0.0859106529209622","0.116686114352392","0.361300682456845","1.34627426424546","2.06638821719059","1.55798265338901","1.3895486935867","2.02123695976155","0.792091366818126","0.57626173436193","0.662696458156092","0.934303697875688","2.0986726122576","2.19543993391786","1.99072530055426","2.43279552014472","2.59356740236133","2.66190263510496","3.23588566506774","1.82752572641081","1.35615001042404","2.10391831263969","1.24946119141355","1.07744819350953","1.24933283254591","1.42291225267621","1.30267960355981","3.34354496274798","2.28941131232065","1.68360212547777","2.46718463403314","1.68657751159482","1.62441641961395","2.11573099911094","2.1218031467133","1.63092419037455","1.27502344761236","1.95241624400699","1.75801858511607","1.59472797100029","2.20449156214052","2.16218636540066","2.35450647469659","2.20268079162182","2.20328960699856","2.30823121543491","2.08561296782688","2.5996448437772","1.67020919628381","1.98813874216513","1.72026688684748","1.42882782650155","1.79843886258042","",
"Korea, Rep.","KOR","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","TX.VAL.MRCH.R5.ZS","","","","","0.0859106529209622","0.641773628938156","0.120433560818948","0.876643706950532","0.21982853374368","0.08030838419531","0.0593824228028504","0.232861400894188","0.571042613287486","0.0805527155559686","0.102986611740474","0.129819040125885","0.65461993155657","0.971327912739722","1.80808995187956","1.64536252510608","2.20077640730993","2.339860369996","2.9188485873066","3.4256908415204","4.51070258003438","2.75163331803731","2.69490502600649","2.02935613065486","1.70926654410553","1.68168134616168","1.69876647139897","1.91018969023754","1.80792821526616","3.42173953575091","2.28960416613249","1.84098249505068","1.77605185792555","1.80182679341837","2.24846379229229","1.83353900543641","1.65024107396248","1.90467260687225","1.69753977435008","2.21423155251296","2.04538758431688","2.1651767641299","2.19682722336033","2.21206813149203","2.7611034184556","2.78139847268214","3.03050129624354","2.81870411166229","2.6871254807586","2.50326795750578","2.65211394954065","2.73027548859842","2.76653481488105","",
